,
main
name:AOSIM,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:AOSJM,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:Z0SEA,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:BATHY,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:SST,type:H2D,typeOfFirstFixedSurface:1,discipline:10,parameterCategory:3,parameterNumber:0
name:Z0WATER,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:SEA_SBL_Z01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_Z02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_Z03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_Z04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_Z05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_Z06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:3,parameterNumber:255
name:SEA_SBL_E01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_E02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_E03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_E04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_E05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_E06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:19,parameterNumber:11
name:SEA_SBL_LMO,type:H2D,typeOfFirstFixedSurface:255,discipline:255,parameterCategory:255,parameterNumber:255
name:SEA_SBL_P01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:3,parameterNumber:0
name:SEA_SBL_P02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:3,parameterNumber:0
name:SEA_SBL_P03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:3,parameterNumber:0
name:SEA_SBL_P04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:3,parameterNumber:0
name:SEA_SBL_P05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:3,parameterNumber:0
name:SEA_SBL_P06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:3,parameterNumber:0
name:TSRAD_NAT,type:H2D,typeOfFirstFixedSurface:1,discipline:255,parameterCategory:255,parameterNumber:255
name:ISBA_CAN_Z01,type:H2D,typeOfFirstFixedSurface:255,level:1,discipline:0,parameterCategory:3,parameterNumber:255
name:ISBA_CAN_Z02,type:H2D,typeOfFirstFixedSurface:255,level:2,discipline:0,parameterCategory:3,parameterNumber:255
name:ISBA_CAN_Z03,type:H2D,typeOfFirstFixedSurface:255,level:3,discipline:0,parameterCategory:3,parameterNumber:255
name:ISBA_CAN_Z04,type:H2D,typeOfFirstFixedSurface:255,level:4,discipline:0,parameterCategory:3,parameterNumber:255
name:ISBA_CAN_Z05,type:H2D,typeOfFirstFixedSurface:255,level:5,discipline:0,parameterCategory:3,parameterNumber:255
name:ISBA_CAN_Z06,type:H2D,typeOfFirstFixedSurface:255,level:6,discipline:0,parameterCategory:3,parameterNumber:255
